serial_num,price,alpha
0,18105.30078125,0.0
1,18398.960605167085,-0.6302908003332321
2,18204.939538099745,-0.12342012400507985
3,18339.357782256004,-0.24023866568546248
4,18578.084798438016,-0.6126254962809314
5,18710.62696692699,-0.30266007584061216
6,18747.607684755916,0.5061224477927544
7,18587.233482941076,0.6822208343753222
8,18747.024559005746,-0.4689514516956279
9,18492.162826472628,0.3024476661958122
10,18572.601585375673,-0.11597435508458886
11,18654.07156126157,-0.3878189223127477
12,18541.822238082998,0.3276746440368221
13,18669.21693719775,0.3748524405661624
14,18513.52900474211,-0.16025335576948452
15,18460.977139057504,-0.17367569054208531
16,18489.303871292996,-0.4087453393003777
17,18579.486129719313,-1.0210346519706746
18,18433.10268479693,0.22591574948105198
19,18308.218436856972,1.2222512107681607
20,17885.294547519345,0.3209615462400035
21,17770.50233336427,0.5351314066296333
22,17491.156124191904,-1.3675510404243905
23,17354.804848100128,0.2737597046771181
24,17411.443614094966,-0.789901863938937
25,17452.06400757691,-0.21140090655043742
26,17560.39348235746,-0.43983112567258376
27,17542.57498702284,0.13879191564810567
28,17838.07599750851,-0.9133625910485881
29,17448.533341424627,-0.20319350835036332
30,17296.63942640049,-0.38098070677641327
31,17361.761784291048,-0.011177908859174357
32,17539.528815946174,0.22414476578887754
33,17525.155234247373,-0.3199067953963175
34,17493.518608159335,0.034238054207085256
35,17625.814994611825,-0.3735985428694273
36,17827.213157321756,-0.6743658519786493
37,18007.35371684754,-0.1864870188702601
38,17771.48512373527,-0.07058127513151802
39,17543.47382323097,-0.37720378030336743
40,17526.94107320593,0.7331992628110071
41,17552.99400093636,0.5543469911559944
42,17710.51130248329,-0.5100360984518961
43,17948.44716619279,0.357016760638567
44,18035.680246260537,-0.11519186797187086
45,18392.884194652626,-0.5197473124709253
46,18446.608303506837,0.2411985233989702
47,18249.992070353353,0.8270010061802848
48,18610.575162426376,0.1575334186324926
49,18345.19824306049,0.9880040088651336
50,18418.43764956834,0.2837906468708047
51,18657.23409392317,-0.6262450321642121
52,18690.522420599238,0.3012590920075149
53,18613.010890495814,0.09169412541854927
54,18983.923708070506,-0.25963893306648766
55,18671.89076375564,0.1431920889519427
56,19000.100753805244,-0.08531503509787464
57,19216.276903364775,0.5325209946500715
58,19000.336305717985,0.13743014706876577
59,18988.502511946288,-0.17777448552929576
60,19469.11885750076,1.0184638739937704
61,19343.576398319106,-0.5804566692970574
62,19170.93917928164,1.2305090079318624
63,19018.24228219406,-0.7863825702645648
64,19132.490984549364,0.7422013859968755
65,19029.790558533055,0.2677287773121786
66,18971.023603912097,0.23918798454402213
67,18801.75992367921,1.2908142538527265
68,18897.01359704328,0.8004073465464101
69,19259.40084225822,-0.294899204973859
70,19328.882410718124,0.34216108092501774
71,19332.24644634542,0.9364608627016566
72,19452.14318624086,-0.27333660491530676
73,19627.84961650222,-0.8757086129120482
74,19359.857050383438,0.8348158240212773
75,19040.27168094016,0.2442327331849774
76,19260.522135330793,-0.3241465969699555
77,19069.595255885702,0.09687081775139861
78,18671.057139863493,-0.16680706689754254
79,18660.637262007138,-0.2657704286514606
80,18359.54974901013,-0.7423887534333942
81,18531.846173918468,-0.6369979648929158
82,18458.501274503702,-0.7913276719532685
83,18109.775201818917,0.7733146905563268
84,18646.370391743378,0.19650686353541014
85,18660.89673630424,-0.507116606758653
86,18468.76566659605,-0.5505859239010806
87,18135.647465504804,-0.08622298068699918
88,17854.407773782394,0.8373308657976595
89,17816.11758414047,0.6348224407317531
90,17731.57699237287,0.2572519137691378
91,17726.911578821804,0.2180842264200984
92,17807.355035301265,-0.22819549674506012
93,17206.874869654155,-0.3813036128165723
94,16956.83732037841,-0.5961027883347856
95,17205.822895727073,0.2618236239447129
96,17375.33688889456,-0.1790899296735764
97,17279.793555763514,0.9403539261867042
98,17305.23598140838,0.27737781064704725
99,17541.70742061856,0.695267405696423
100,17223.207838829425,0.18708727651820478
101,17354.179069556845,0.6593561163420243
102,17363.379064653476,-0.46390034747731135
103,17066.144408545144,-0.5405334455844975
104,17147.878097846395,0.17030944446162355
105,17384.71558474581,-0.25325270045110515
106,17255.923429977494,0.23913975831208845
107,17226.604659491026,0.030946619102599104
108,17307.49506992707,0.04903874305080791
109,17648.955947550752,1.3865918917622988
110,17397.807846917607,0.37217777311500067
111,17102.149772035737,-0.7820900227067902
112,17416.34636926222,-0.08403671003423097
113,17541.90228274434,1.0571637675178795
114,17573.30791177758,-0.17562961772113317
115,17548.96782997696,0.3142240238219238
116,17610.064156821867,-0.7802036837385304
117,17838.124422360634,-0.08302293568185104
118,17855.963756127094,0.5447780721489823
119,18174.841691532118,-0.11530332026382117
120,18544.79801452345,-0.3353592617085157
121,18529.442332827573,-0.13668939733032004
122,18693.99561004704,-0.01284632759982296
123,18767.542934953628,-0.3122991279846652
124,18794.98353205463,0.7112388235804481
125,18455.864534471948,0.011647580030178073
126,18508.34432915899,-0.44576076991572666
127,18655.82350070116,0.19771343544594977
128,18362.541565062686,-0.25218184083510886
129,18355.660857067083,1.076086648150758
130,18397.598315071275,0.41806573723823703
131,18278.008128022033,-0.6637303442743798
132,18342.850370677184,0.018277596799909368
133,18302.071198386086,-0.27275858873683445
134,18162.319384562757,-0.5029940374763002
135,18582.375802790906,0.4224256342778787
136,18354.85266207031,-0.09836315037420418
137,18324.200286770185,-0.7328796105944944
138,18321.82237303315,0.5637926995353788
139,18480.09111570613,-0.34636552459495706
140,18221.815997917514,-0.21254072537460433
141,18280.442858522638,0.7261007990201138
142,18171.386414102413,-0.2610420999948364
143,17826.168475687908,-0.8293117226863205
144,17541.49264322436,0.010128274054020725
145,17479.667613446207,0.123218620112858
146,17683.670593480994,-0.16376329647685606
147,17925.12964024913,0.6046900177317736
148,18089.599034313393,0.2226100123257484
149,18175.04623699237,0.38415942042878015
150,17978.727483097908,1.0352156807143067
151,17758.05572828265,-0.24047138621805808
152,17910.857388306755,0.5091746541018338
153,17864.274126434833,-0.854222329877758
154,17618.844384708285,-0.20149387575933164
155,17595.59863469005,-0.33805043312092176
156,17174.197498124813,0.46333318136824087
157,17150.4869792692,-0.1574069343837179
158,17376.456041283684,0.2649084626676004
159,17163.559627023576,0.05678281602266688
160,17048.09241864995,-0.8328466552787435
161,17114.09192715712,0.8335762604273982
162,17095.926528206233,0.8722452989623046
163,17220.517419175627,-0.4606687813102981
164,17071.25921945903,-0.3555130344771329
165,16774.23265002899,-0.13403379959461903
166,16766.52657584646,-0.4242894331750646
167,16718.717615735553,1.2554174641964617
168,16371.455325507768,0.5196802981229225
169,16150.143358805832,-0.4558774457743331
170,15985.22374398423,-0.1031839754398527
171,16030.888460255332,-0.21065562782871305
172,16192.59706635822,0.2943311762691123
173,16189.812189293774,-0.32366362772316526
174,16243.649447471003,0.3751588124098899
175,16414.257646285332,0.28225912272897924
176,16711.825827423687,0.6564470632571853
177,16690.169646486578,0.1747075832303584
178,16374.806443101652,-0.6103092238402661
179,16479.770516304186,-0.14021271527931334
180,16428.828454728213,-0.7973035028098807
181,16404.178915854045,-0.0007723148394369606
182,16954.245229469063,0.9076844497188139
183,16850.312740813133,0.2029098610731097
184,17182.849078546355,0.3463359400354471
185,17218.758364302284,-0.25887892576429716
186,17301.374507101766,0.7150458168560196
187,17198.36612506915,0.402437888534803
188,16958.045071739107,0.2703219478462766
189,16877.96187203196,0.22377809231779544
190,16528.19267327445,0.6682856183744961
191,17064.950024670285,0.44957709463032014
192,16761.667008893888,0.40712684268596
193,17058.73735031304,0.23960490404881662
194,16895.474773308924,0.3971736633188305
195,16702.18570320501,-0.23895480410409298
196,16514.085986298236,0.5477891881589851
197,16325.135698532575,0.661091276534727
198,16320.447296526578,-0.4677309024918992
199,16417.65921402618,-0.15659531880929678
200,16354.333589921767,0.654005428455843
201,16343.437347481915,-0.17658258018243012
